input_text,target_text
they fish river bank,They fish on the river bank
sister paint nail bedroom,Sister paints her nails in the bedroom
brother kick soccer goal,Brother kicks a soccer ball into the goal
neighbor rake leaves yard,The neighbor rakes leaves in the yard
kid blow bubble park,The kid blows bubbles in the park
i carve pumpkin table,I carve a pumpkin on the table
you skate ice rink,You skate on the ice rink
she fold paper origami,She folds paper for origami
he polish shoes bench,He polishes shoes on the bench
we plant tree garden,We plant a tree in the garden
they stack boxes garage,They stack boxes in the garage
mom iron clothes laundry,Mom irons clothes in the laundry room
dad trim bush fence,Dad trims a bush by the fence
friend write poem notebook,Your friend writes a poem in a notebook
teacher play piano class,The teacher plays the piano in class
i toss frisbee park,I toss a frisbee in the park
you catch fish pond,You catch a fish in the pond
she knit blanket chair,She knits a blanket on the chair
he hammer nail workshop,He hammers a nail in the workshop
we sweep floor hall,We sweep the floor in the hall
they hang picture wall,They hang a picture on the wall
sister braid hair mirror,Sister braids her hair in front of the mirror
brother shoot hoop court,Brother shoots a hoop on the court
neighbor water lawn hose,The neighbor waters the lawn with a hose
kid draw heart chalk,The kid draws a heart with chalk
write letter home,Write a letter at home
ride horse field,Ride a horse in the field
draw bird paper,Draw a bird on paper
climb hill park,Climb a hill in the park
pick fruit tree,Pick fruit from a tree
build sandcastle shore,Build a sandcastle on the shore
sew curtain room,Sew a curtain in the room
grill meat patio,Grill meat on the patio
take photo beach,Take a photo on the beach
play piano home,Play the piano at home
i write letter desk,I write a letter at the desk
you ride horse farm,You ride a horse on the farm
she draw bird sky,She draws a bird in the sky
he climb hill mountain,He climbs a hill on the mountain
we pick fruit orchard,We pick fruit in the orchard
they build sandcastle beach,They build a sandcastle on the beach
mom sew curtain room,Mom sews a curtain in the room
dad grill meat backyard,Dad grills meat in the backyard
friend take photo park,Your friend takes a photo in the park
teacher draw map board,The teacher draws a map on the board
i fly kite field,I fly a kite in the field
you row boat lake,You row a boat on the lake
she feed cat kitchen,She feeds the cat in the kitchen
he chop wood forest,He chops wood in the forest
we hike trail woods,We hike a trail in the woods
they fish river bank,They fish on the river bank
sister paint nail bedroom,Sister paints her nails in the bedroom
brother kick soccer goal,Brother kicks a soccer ball into the goal
neighbor rake leaves yard,The neighbor rakes leaves in the yard
kid blow bubble park,The kid blows bubbles in the park
i carve pumpkin table,I carve a pumpkin on the table
you skate ice rink,You skate on the ice rink
she fold paper origami,She folds paper for origami
he polish shoes bench,He polishes shoes on the bench
we plant tree garden,We plant a tree in the garden
they stack boxes garage,They stack boxes in the garage
mom iron clothes laundry,Mom irons clothes in the laundry room
dad trim bush fence,Dad trims a bush by the fence
friend write poem notebook,Your friend writes a poem in a notebook
teacher play piano class,The teacher plays the piano in class
i toss frisbee park,I toss a frisbee in the park
you catch fish pond,You catch a fish in the pond
she knit blanket chair,She knits a blanket on the chair
he hammer nail workshop,He hammers a nail in the workshop
we sweep floor hall,We sweep the floor in the hall
they hang picture wall,They hang a picture on the wall
sister braid hair mirror,Sister braids her hair in front of the mirror
brother shoot hoop court,Brother shoots a hoop on the court
neighbor water lawn hose,The neighbor waters the lawn with a hose
kid draw heart chalk,The kid draws a heart with chalk
write letter home,Write a letter at home
ride horse field,Ride a horse in the field
draw bird paper,Draw a bird on paper
climb hill park,Climb a hill in the park
pick fruit tree,Pick fruit from a tree
build sandcastle shore,Build a sandcastle on the shore
sew curtain room,Sew a curtain in the room
grill meat patio,Grill meat on the patio
take photo beach,Take a photo on the beach
play piano home,Play the piano at home
i fold blanket couch,I fold a blanket on the couch
you rake grass lawn,You rake grass on the lawn
she tie shoe bench,She ties a shoe on the bench
he shovel dirt garden,He shovels dirt in the garden
we scrub tile bathroom,We scrub tiles in the bathroom
they tape box attic,They tape a box in the attic
mom peel potato sink,Mom peels a potato at the sink
dad dust shelf study,Dad dusts a shelf in the study
friend snap photo bridge,Your friend snaps a photo on the bridge
teacher mark paper desk,The teacher marks a paper at the desk
i swing bat field,I swing a bat in the field
you paddle canoe river,You paddle a canoe on the river
she groom dog porch,She grooms a dog on the porch
he sand wood shed,He sands wood in the shed
we clip hedge yard,We clip a hedge in the yard
they sort laundry basket,They sort laundry in the basket
sister string beads table,Sister strings beads at the table
brother hit puck rink,Brother hits a puck on the rink
neighbor mow grass street,The neighbor mows grass on the street
kid spin top floor,The kid spins a top on the floor
i glue craft paper,I glue a craft on paper
you bounce ball court,You bounce a ball on the court
she stir soup stove,She stirs soup on the stove
he pack bag room,He packs a bag in the room
we vacuum rug hall,We vacuum a rug in the hall
they wrap gift table,They wrap a gift at the table
mom slice bread counter,Mom slices bread on the counter
dad tighten bolt garage,Dad tightens a bolt in the garage
friend sketch tree park,Your friend sketches a tree in the park
teacher erase board class,The teacher erases the board in class
i toss coin air,I toss a coin in the air
you weave basket chair,You weave a basket on the chair
she mop floor kitchen,She mops the floor in the kitchen
he drill hole wall,He drills a hole in the wall
we stack logs shed,We stack logs in the shed
they thread needle desk,They thread a needle at the desk
sister pin ribbon dress,Sister pins a ribbon on the dress
brother kick leaf pile,Brother kicks a leaf pile
neighbor hose car driveway,The neighbor hoses a car in the driveway
kid trace shape book,The kid traces a shape in a book
fold blanket bed,Fold a blanket on the bed
rake grass park,Rake grass in the park
tie shoe chair,Tie a shoe on the chair
shovel dirt yard,Shovel dirt in the yard
scrub tile sink,Scrub tiles at the sink
tape box room,Tape a box in the room
peel potato kitchen,Peel a potato in the kitchen
dust shelf home,Dust a shelf at home
snap photo hill,Snap a photo on the hill
mark paper office,Mark a paper in the office
i tape poster wall,I tape a poster on the wall
you roll dough counter,You roll dough on the counter
she clip nail bathroom,She clips her nails in the bathroom
he saw log backyard,He saws a log in the backyard
we hang lights porch,We hang lights on the porch
they fold map table,They fold a map on the table
mom whisk egg bowl,Mom whisks an egg in a bowl
dad scrub pan sink,Dad scrubs a pan at the sink
friend film video park,Your friend films a video in the park
teacher pin chart board,The teacher pins a chart on the board
i kick stone path,I kick a stone on the path
you sail boat sea,You sail a boat on the sea
she groom horse stable,She grooms a horse in the stable
he carve stick forest,He carves a stick in the forest
we rake sand beach,We rake sand on the beach
they sort cards desk,They sort cards at the desk
sister braid rope swing,Sister braids a rope for the swing
brother toss ring hoop,Brother tosses a ring at the hoop
